Honorific,Name,Office Type,Department,Suite,Street,City,Province,Country,Postal Code,Email Address,Telephone,Fax
,McKenna  Jane ,Queen's Park,,Room 321,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,jane.mckenna@pc.ola.org,Tel:  416-325-4910,Fax:  416-325-4905
,McKenna  Jane ,Constituency,,Unit 104,472 Brock Avenue,Burlington,Ontario,Canada,L7S 1N1,,Tel:  905-639-7924,Fax:  905-639-3284
Hon.,McNaughton  Monte ,Ministry,Ministry of Infrastructure, ,900 Bay Street  8th Floor  Hearst Block,Toronto,Ontario,Canada,M7A 2E1,monte.mcnaughton@pc.ola.org,,
Hon.,McNaughton  Monte ,Constituency,, ,360 James Street,Wallaceburg,Ontario,Canada,N8A 2N5,monte.mcnaughtonco@pc.ola.org,Tel:  519-627-1015,Fax:  519-627-7174
Hon.,McNaughton  Monte ,Constituency,, ,81 Front Street West,Strathroy,Ontario,Canada,N7G 1X6,monte.mcnaughtonco@pc.ola.org,Tel:  519-245-8696,Fax:  519-245-8697
,Miller  Paul ,Queen's Park,,Room 357,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,pmiller-qp@ndp.on.ca,Tel:  416-325-0707,Fax:  416-325-0853
,Miller  Paul ,Constituency,, ,289 Queenston Road,Hamilton,Ontario,Canada,L8K 1H2,pmiller-co@ndp.on.ca,Tel:  905-545-0114,Fax:  905-545-9024
,Miller  Norman ,Queen's Park,,Room 440,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,norm.miller@pc.ola.org,Tel:  416-325-1012,Fax:  416-325-1153
,Miller  Norman ,Ministry,Ministry of Intergovernmental Affairs, ,77 Wellesley Street West  Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 1N3,,Tel:  416-325-3720,
,Miller  Norman ,Constituency,, ,17 James Street,Parry Sound,Ontario,Canada,P2A 1T4,,Toll Free:  1-888-701-1176 Tel:  705-746-4266,Fax:  705-746-1578
,Miller  Norman ,Constituency,,Unit 1,165 Manitoba Street,Bracebridge,Ontario,Canada,P1L 1S3,,Toll Free:  1-888-267-4826 Tel:  705-645-8538,Fax:  705-645-8148
,Mitas  Christina ,Queen's Park,,Room 427,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,christina.mitas@pc.ola.org,Tel:  416-326-7374,Fax:  416-326-7377
,Mitas  Christina ,Constituency,, ,2063 Lawrence Avenue East,Scarborough,Ontario,Canada,M1R 2Z4,christina.mitasco@pc.ola.org,Tel:  416-615-2183,Fax:  416-615-2011
,Monteith-Farrell  Judith ,Queen's Park,,Room 207,North Wing  Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,JMonteith-Farrell-QP@ndp.on.ca,Tel:  416-325-9820,Fax:  416-325-9800
,Monteith-Farrell  Judith ,Constituency,, ,409 George Street,Thunder Bay,Ontario,Canada,P7E 5Y9,JMonteith-Farrell-CO@ndp.on.ca,Toll Free:  833-673-4129 Tel:  807-622-1920,Fax:  807-622-3263
,Morrison  Suze ,Queen's Park,,Room 345,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,SMorrison-QP@ndp.on.ca,Tel:  416-326-7171,Fax:  416-326-7188
Hon.,Mulroney  Caroline ,Ministry,Ministry of the Attorney General, ,720 Bay Street  11th Floor,Toronto,Ontario,Canada,M7A 2S9,caroline.mulroney@pc.ola.org,,
Hon.,Mulroney  Caroline ,Constituency,,Unit 8,45 Grist Mill Road,Holland Landing,Ontario,Canada,L9N 1M7,caroline.mulroneyco@pc.ola.org,Tel:  905-895-1555,Fax:  905-895-0337
,Natyshak  Taras ,Queen's Park,,Room 369,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,tnatyshak-qp@ndp.on.ca,Tel:  416-325-0714,Fax:  416-325-0980
,Natyshak  Taras ,Constituency,, ,316 Talbot Street North,Essex,Ontario,Canada,N8M 2E1,tnatyshak-co@ndp.on.ca,Toll Free:  1-800-265-3909 Tel:  519-776-6420,Fax:  519-776-6980
,Nicholls  Rick ,Queen's Park,,Room 440,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,rick.nicholls@pc.ola.org,Tel:  416-325-9099,ax:  416-325-9000
,Nicholls  Rick ,Constituency,,Suite 100,111 Heritage Road,Chatham,Ontario,Canada,N7M 5W7,rick.nichollsco@pc.ola.org,Toll Free:  1-800-265-3992Tel:  519-351-0510,Fax:  519-351-7714
,Nicholls  Rick ,Constituency,,Unit B,115 Erie Street North,Leamington,Ontario,Canada,N8H 3A3,,Tel:  519-326-3367,Fax:  519-326-0404
,Oosterhoff  Sam ,Ministry,Ministry of Education, ,900 Bay Street  22nd Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,,Tel:  416-326-1697,Fax:  416-325-1682
,Oosterhoff  Sam ,Constituency,,Unit M1,4961 King Street East,Beamsville,Ontario,Canada,L0R 1B0,sam.oosterhoffco@pc.ola.org,Tel:  905-563-1755,Fax:  905-563-1317
,Pang  Billy ,Queen's Park,,Room 260,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,billy.pang@pc.ola.org,Tel:  416-325-4960,Fax:  416-325-0101
,Pang  Billy ,Constituency,,Unit 602,3601 Highway 7 East,Markham,Ontario,Canada,L3R 0M3,,Tel:  905-474-3288,Fax:  905-474-2878
,Park  Lindsey ,Ministry,Ministry of the Attorney General, ,720 Bay Street  11th Floor,Toronto,Ontario,Canada,M7A 2S9,lindsey.park@pc.ola.org,,
,Park  Lindsey ,Constituency,, ,23 King Street West,Bowmanville,Ontario,Canada,L1C 1R2,lindsey.parkco@pc.ola.org,Tel:  905-697-1501,Fax:  905-697-1506
,Parsa  Michael ,Ministry,Ministry of Economic Development  Job Creation and Trade, ,56 Wellesley Street West  Floor,Toronto,Ontario,Canada,M7A 2E7,michael.parsa@pc.ola.org,,
,Parsa  Michael ,Constituency,,Suite 403,13291 Yonge Street,Richmond Hill,Ontario,Canada,L4E 4L6,michael.parsaco@pc.ola.org,Toll Free:  888-486-5352 Tel:  905-773-6250,Fax:  905-773-8158
,Pettapiece  Randy ,Ministry,Ministry of Agriculture  Food and Rural Affairs, ,77 Grenville Street  11th Floor,Toronto,Ontario,Canada,M5S 1B3,randy.pettapiece@pc.ola.org,Tel:  416-326-3061,
,Pettapiece  Randy ,Constituency,,Unit 2,55 Lorne Avenue East,Stratford,Ontario,Canada,N5A 6S4,randy.pettapiececo@pc.ola.org,Tel:  519-272-0660,Fax:  519-272-1064
Hon.,Phillips  Rod ,Ministry,Ministry of Environment  Conservation and Parks, ,77 Wellesley Street West  11th Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 2T5,rod.phillips@pc.ola.org,,
Hon.,Phillips  Rod ,Constituency,,Suite 201A,50 Commercial Avenue,Ajax,Ontario,Canada,L1S 2H5,rod.phillipsco@pc.ola.org,Tel:  905-427-2060,Fax:  905-427-6976
,Piccini  David ,Ministry,Ministry of Training  Colleges and Universities, ,900 Bay Street  Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,david.piccini@pc.ola.org,Tel:  416-326-1600,
,Piccini  David ,Constituency,,Unit 7,513 Division Street,Cobourg,Ontario,Canada,K9A 5G6,david.piccinico@pc.ola.org,Tel:  905-372-4000,Fax:  905-372-1672
,Rakocevic  Tom ,Queen's Park,,Room 330,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,TRakocevic-QP@ndp.on.ca,Tel:  416-326-7585,Fax:  416-326-7634
,Rakocevic  Tom ,Constituency,,Unit 38,2300 Finch Avenue West,North York,Ontario,Canada,M9M 2Y3,TRakocevic-CO@ndp.on.ca,Tel:  416-743-7272,Fax:  416-743-3292
,Rasheed  Kaleed ,Queen's Park,,Room N406,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,kaleed.rasheed@pc.ola.org,Tel:  416-326-7028,Fax:  416-326-7085
,Rasheed  Kaleed ,Constituency,,Unit 315,1420 Burnhamthorpe Road East,Mississauga,Ontario,Canada,L4X 2Z9,kaleed.rasheedco@pc.ola.org,Tel:  905-238-1751,Fax:  905-238-4918
Hon.,Rickford  Greg ,Ministry,Ministry of Energy  Northern Development and Mines,Room 5630,99 Wellesley Street West  5th Floor  Whitney Block,Toronto,Ontario,Canada,M7A 1W1,greg.rickford@pc.ola.org,,
Hon.,Rickford  Greg ,Ministry,Ministry of Indigenous Affairs,Suite 400,160 Bloor Street East,Toronto,Ontario,Canada,M7A 2E6,greg.rickford@pc.ola.org,Tel:  416-327-4464,
Hon.,Rickford  Greg ,Constituency,,Unit 2 ,439 Government Street,Dryden,Ontario,Canada,P8N 2P4,greg.rickford@pc.ola.org,Tel:  807-223-6456,Fax:  807-223-6593
Hon.,Rickford  Greg ,Constituency,,Unit 1,279 Scott Street,Fort Frances,Ontario,Canada,P9A 1G8,greg.rickford@pc.ola.org,Tel:  807-274-7619,Fax:  807-274-3721
Hon.,Rickford  Greg ,Constituency,, ,300 McClellan Avenue East Room,Kenora,Ontario,Canada,P9N 1A8,greg.rickford@pc.ola.org,Tel:  807-467-2415,Fax:  807-467-2641
,Roberts  Jeremy ,Queen's Park,,Room 461,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,jeremy.roberts@pc.ola.org,Tel:  416-326-7458,Fax:  416-326-7470
,Roberts  Jeremy ,Constituency,,Suite 201,2249 Carling Avenue,Ottawa,Ontario,Canada,K2B 7E9,jeremy.robertsco@pc.ola.org,Tel:  613-721-8075,Fax:  613-721-5756
,Romano  Ross ,Ministry,Ministry of Indigenous Affairs,Suite 400,160 Bloor Street East,Toronto,Ontario,Canada,M7A 2E6,ross.romano@pc.ola.org,Tel:  416-327-0615 Tel:  416-327-0615,
,Romano  Ross ,Ministry,Ministry of Energy  Northern Development and Mines/Indigenous Affairs,Room 5501,99 Wellesley Street West  5th Floor  Whitney Block,Toronto,Ontario,Canada,M7A 1W3,ross.romano@pc.ola.org,Tel:  416-327-0615 Tel:  416-327-0615,
,Romano  Ross ,Constituency,,Suite 102,390 Bay Street,Sault Ste Marie,Ontario,Canada,P6A 1X2,ross.romanoco@pc.ola.org,Tel:  705-949-6959,Fax:  705-946-6269
,Sabawy  Sheref ,Queen's Park,,Room N407,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,sheref.sabawy@pc.ola.org,Tel:  416-326-7253,Fax:  416-326-7244
,Sandhu  Amarjot ,Queen's Park,,Room 471,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,amarjot.sandhu@pc.ola.org,Tel:  416-326-6903,Fax:  416-326-6899
,Sandhu  Amarjot ,Constituency,,Unit 309,10 Gillingham Drive,Brampton,Ontario,Canada,L6X 0G6,amarjot.sandhuco@pc.ola.org,Tel:  905-595-1532,Fax:  905-457-8496
,Sarkaria  Prabmeet Singh ,Ministry,Ministry of Community Safety and Correctional Services, ,25 Grosvenor Street  18th Floor  George Drew Building,Toronto,Ontario,Canada,M7A 1Y6,prabmeet.sarkaria@pc.ola.org,,
,Sarkaria  Prabmeet Singh ,Constituency,,Unit 412A,7700 Hurontario Street,Brampton,Ontario,Canada,L6Y 4M3,,Tel:  905-796-8669,Fax:  905-796-8069
,Sattler  Peggy ,Queen's Park,,Room 359,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,Psattler-qp@ndp.on.ca,Tel:  416-325-6908,Fax:  416-325-7030
,Sattler  Peggy ,Constituency,,Unit 106,240 Commissioners Road West,London,Ontario,Canada,N6J 1Y1,Psattler-co@ndp.on.ca,Tel:  519-657-3120,Fax:  519-657-0368
,Schreiner  Mike ,Queen's Park,,Room 451,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A2,Mschreiner@ola.org,Tel:  416-325-4664,Fax:  416-325-4666
,Schreiner  Mike ,Constituency,, ,173 Woolwich Street,Guelph,Ontario,Canada,N1H 3V4,mschreiner-co@ola.org,Tel:  519-836-4190,Fax:  519-836-4191
Hon.,Scott  Laurie ,Ministry,Ministry of Labour, ,400 University Avenue  14th Floor,Toronto,Ontario,Canada,M7A 1T7,laurie.scott@pc.ola.org,Tel:  416-326-7600,Fax:  416-326-1449
Hon.,Scott  Laurie ,Constituency,, ,14 Lindsay Street North,Lindsay,Ontario,Canada,K9V 1T4,laurie.scottco@pc.ola.org,Toll Free:  1-800-424-2490,
,Shaw  Sandy ,Queen's Park,,Room 202,North Wing  Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,SShaw-QP@ndp.on.ca,Tel:  416-326-6890,Fax:  416-326-6885
,Simard  Amanda ,Constituency,,Suite 116,151 Main Street East,Hawkesbury,Ontario,Canada,K6A 1A1,amanda.simard@pc.ola.org,Toll Free:  800-294-8250  Tel:  613-632-2706,Fax:  613-632-1554
,Singh  Gurratan ,Queen's Park,,Room 156,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,GSingh-QP@ndp.on.ca,Tel:  416-326-7178,Fax:  416-326-7166
,Singh  Sara ,Queen's Park,,Room 331,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,SSingh-QP@ndp.on.ca,Tel:  416-326-7610,Fax:  416-326-7615
,Skelly  Donna ,Ministry,Ministry of Economic Development  Job Creation and Trade, ,777 Bay Street  Floor,Toronto,Ontario,Canada,M7A 2E7,donna.skelly@pc.ola.org,,
,Skelly  Donna ,Constituency,,Suite 104,2000 Garth Street,Hamilton,Ontario,Canada,L9B 0C1,,Tel:  905-679-3770,Fax:  905-679-0288
,Smith  Dave ,Queen's Park,,Room 320,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A4,dave.smith@pc.ola.org,Tel:  416-326-7406,Fax:  416-326-7390
,Smith  Dave ,Constituency,, ,236 King Street,Peterborough,Ontario,Canada,K9J 7L8,dave.smithco@pc.ola.org,Tel:  705-742-3777,Fax:  705-742-1822
Hon.,Smith  Todd ,Queen's Park,,Room 223,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A2,,Tel:  416-325-7754,Fax:  416-325-7755
Hon.,Smith  Todd ,Ministry,Ministry of Government and Consumer Services, ,900 Bay Street  6th Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,,Tel:  416-212-2665,
Hon.,Smith  Todd ,Constituency,,Unit 4,5503 Highway 62 South,Belleville,Ontario,Canada,K8N 4Z7,todd.smithco@pc.ola.org,Toll Free:  877-536-6248 Tel:  613-962-1144,Fax:  613-969-6381
,Stevens  Jennifer (Jennie) ,Queen's Park,,Room 387,Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,JStevens-QP@ndp.on.ca,Tel:  416-326-7127,Fax:  416-326-7126
,Stevens  Jennifer (Jennie) ,Constituency,, ,,St. Catharines,Ontario,Canada,,JStevens-CO@ndp.on.ca,Tel:  905-935-0018,Fax:  905-935-0191
,Stiles  Marit ,Queen's Park,,Room 157,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,MStiles-QP@ndp.on.ca,Tel:  416-326-7202,Fax:  416-326-7200
,Stiles  Marit ,Constituency,, ,1199 Bloor Street West,Toronto,Ontario,Canada,M6H 1N4,MStiles-CO@ndp.on.ca,Tel:  416-535-3158,Fax:  416-535-6587
,Surma  Kinga ,Ministry,Ministry of Transportation, ,77 Wellesley Street West  3rd Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 1Z8,kinga.surma@pc.ola.org,Tel:  416-325-1823,
,Surma  Kinga ,Constituency,,Unit 102,201 Lloyd Manor Road  Lloydmanor Shopping Centre,Etobicoke,Ontario,Canada,M9B 6H6,,Tel:  416-234-2800,Fax:  416-234-2276
,Tabuns  Peter ,Queen's Park,,Room 165,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A5,tabunsp-qp@ndp.on.ca,Tel:  416-325-3250,Fax:  416-325-3252
,Tabuns  Peter ,Constituency,, ,923 Danforth Avenue,Toronto,Ontario,Canada,M4J 1L8,tabunsp-co@ndp.on.ca,Tel:  416-461-0223,Fax:  416-461-9542
,Tangri  Nina ,Queen's Park,,Room 425,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,nina.tangri@pc.ola.org,Tel:  416-326-7286,Fax:  416-326-7347
,Tangri  Nina ,Constituency,Meadowvale Corporate Centre,Suite 220,2000 Argentia Road  2nd Floor  Plaza IV,Mississauga,Ontario,Canada,L5N 1W1,nina.tangrico@pc.ola.org,Tel:  905-569-1643,Fax:  905-569-6416
,Taylor  Monique ,Queen's Park,,Room 371,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A4,mtaylor-qp@ndp.on.ca,Tel:  416-325-1796,Fax:  416-325-1863
,Taylor  Monique ,Constituency,,Unit 202,555 Concession Street,Hamilton,Ontario,Canada,L8V 1A8,mtaylor-co@ndp.on.ca,Tel:  905-388-9734,Fax:  905-388-7862
,Thanigasalam  Vijay ,Queen's Park,,Room 212,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A4,vijay.thanigasalam@pc.ola.org,Tel:  416-326-7274,Fax:  416-326-7272
Hon.,Thompson  Lisa ,Ministry,Ministry of Education, ,900 Bay Street  22nd Floor  Mowat Block,Toronto,Ontario,Canada,M7A 1L2,lisa.thompson@pc.ola.org,Tel:  416-325-2600,Fax:  416-325-2608
Hon.,Thompson  Lisa ,Constituency,, ,408 Queen Street  P.O. BOX 426,Blyth,Ontario,Canada,N0M 1H0,lisa.thompsonco@pc.ola.org,Tel:  519-523-4251,Fax:  226-523-9296
Hon.,Thompson  Lisa ,Constituency,,Unit 2,807 Queen Street,Kincardine,Ontario,Canada,N2Z 2Y2,lisa.thompsonco@pc.ola.org,Toll Free:  1-866-396-3007 Tel:  519-396-3007,Fax:  519-396-3011
Hon.,Tibollo  Michael A. ,Ministry,Ministry of Community Safety and Correctional Services, ,25 Grosvenor Street  18th Floor  George Drew Building,Toronto,Ontario,Canada,M7A 1Y6,michael.tibollo@pc.ola.org,,
Hon.,Tibollo  Michael A. ,Constituency,,Unit 3,5100 Rutherford Road,Woodbridge,Ontario,Canada,L4H 2J2,michael.tibolloco@pc.ola.org,Tel:  905-893-4428,Fax:  905-893-4537
,Triantafilopoulos  Effie J. ,Ministry,Ministry of Health and Long-Term Care, ,80 Grosvenor Street  11th Floor  Hepburn Block,Toronto,Ontario,Canada,M7A 2C4,effie.triantafilopoulos@pc.ola.org,Tel:  416-327-4300,
,Triantafilopoulos  Effie J. ,Constituency,,Room 124NW,Main Legislative Building,Toronto,Ontario,Canada,M7A 1A8,,Tel:  905-220-8448,
,Vanthof  John ,Queen's Park,,Room 348,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,jvanthof-qp@ndp.on.ca,Tel:  416-325-2000,Fax:  416-325-1999
,Vanthof  John ,Constituency,,Unit 5,247 Whitewood Avenue  P.O. BOX 398  Pinewoods Centre,New Liskeard,Ontario,Canada,P0J 1P0,jvanthof-co@ndp.on.ca,Tel:  705-647-5995,Fax:  705-647-1976
,Vanthof  John ,Constituency,, ,63B Government Road West,Kirkland Lake,Ontario,Canada,P2N 2E6,jvanthof-co@ndp.on.ca,Tel:  705-567-4650,Fax:  705-567-4208
,Vanthof  John ,Constituency,, ,193 King Street  2nd Floor,Sturgeon Falls,Ontario,Canada,P2B 1R8,jvanthof-co@ndp.on.ca,Tel:  705-753-0200,Fax:  705-753-0800
,Wai  Daisy ,Queen's Park,,Room 265,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,daisy.wai@pc.ola.org,Tel:  416-325-4265,Fax:  416-325-4289
,Wai  Daisy ,Constituency,,Suite 311,9555 Yonge Street,Richmond Hill,Ontario,Canada,L4C 9M5,daisy.waico@pc.ola.org,Tel:  905-884-8080,Fax:  905-884-1040
,Walker  Bill ,Queen's Park,Government Caucus Office,Room 251,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A4,bill.walker@pc.ola.org,Tel:  416-325-6242,Fax:  416-325-6248
,Walker  Bill ,Constituency,,Suite 100,920 1st Avenue West,Owen Sound,Ontario,Canada,N4K 4K5,bill.walkerco@pc.ola.org,Toll Free:  1-800-461-2664 Tel:  519-371-2421,Fax:  519-371-0953
,West  Jamie ,Queen's Park,,Room 347,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,JWest-QP@ndp.on.ca,Tel:  416-326-7144,Fax:  416-326-7280
,West  Jamie ,Constituency,,Unit 4B,555 Barrydowne Road,Sudbury,Ontario,Canada,P3A 3T4,JWest-CO@ndp.on.ca,Tel:  705-675-1914,Fax:  705-675-1456
Hon.,Wilson  Jim ,Ministry,Ministry of Economic Development  Job Creation and Trade, ,777 Bay Street  Floor,Toronto,Ontario,Canada,M7A 2E7,jim.wilson@pc.ola.org,Tel:  416-325-6900,
Hon.,Wilson  Jim ,Constituency,,Suite 28,180 Parsons Road,Alliston,Ontario,Canada,L9R 1E8,jim.wilsonco@pc.ola.org,Tel:  705-435-4087,Fax:  705-435-1051
Hon.,Wilson  Jim ,Constituency,, ,50 Hume Street,Collingwood,Ontario,Canada,L9Y 1V2,jim.wilsonco@pc.ola.org,Toll Free:  1-800-268-7542 Tel:  705-446-1090,Fax:  705-446-3397
,Wynne  Kathleen O. ,Queen's Park,,Room 420,Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,,Tel:  416-325-4705,Fax:  416-325-4726
,Wynne  Kathleen O. ,Constituency,,Suite 101,795 Eglinton Avenue East,Toronto,Ontario,Canada,M4G 4E4,kwynne.mpp.co@liberal.ola.org,Tel:  416-425-6777,Fax:  416-425-0350
Hon.,Yakabuski  John ,Ministry,Ministry of Transportation, ,77 Wellesley Street West  Floor  Ferguson Block,Toronto,Ontario,Canada,M7A 1Z8,john.yakabuski@pc.ola.org,Tel:  416-327-9200,
Hon.,Yakabuski  John ,Constituency,,Unit 6,84 Isabella Street  The Victoria Center,Pembroke,Ontario,Canada,K8A 5S5,john.yakabuskico@pc.ola.org,Tel:  613-735-6627,Fax:  613-735-6692
,Yarde  Kevin ,Queen's Park,,Room 206,North Wing  Main Legislative Building  Queen's Park,Toronto,Ontario,Canada,M7A 1A8,KYarde-QP@ndp.on.ca,Tel:  416-326-6727,Fax:  416-326-6726
,Yarde  Kevin ,Constituency,,Unit 7,10215 Kennedy Road North,Brampton,Ontario,Canada,L6Z 0C5,KYarde-CO@ndp.on.ca,Tel:  905-495-8030,Fax:  905-495-1041
Hon.,Yurek  Jeff ,Ministry,Ministry of Natural Resources and Forestry,Suite 6630,99 Wellesley Street West  Floor  Whitney Block,Toronto,Ontario,Canada,M7A 1W3,jeff.yurek@pc.ola.org,Tel:  416-314-2301,
Hon.,Yurek  Jeff ,Constituency,,Suite 201,750 Talbot Street ,St. Thomas,Ontario,Canada,N5P 1E2,jeff.yurekco@pc.ola.org,Toll Free:  1-800-265-7638 Tel:  519-631-0666,Fax:  519-631-9478
